original_index,kualifikasi
2977,"Sebagai G Suite Strategic Cloud Engineer, Google Professional Services, saya harus menguasai Python, Go, dan infrastruktur cloud, serta memiliki pengalaman 0 tahun dalam bidang IT, dengan fokus pada administrasi email, dasar-dasar jaringan, dan pengelolaan direktori enterprise, serta menerapkan praktik keamanan IT. Saya bertanggung jawab untuk memberikan saran arsitektur, solusi teknis, dan mengelola relasi dengan klien untuk memastikan pengalaman terbaik saat beralih ke produk G Suite dan Google Cloud."
2978,"Menguasai Python, Go, dan Enterprise directory administration seperti Active Directory dan OpenLDAP, serta memiliki pengetahuan dasar Networking fundamentals, IT security practices, dan Scripting, serta berpengalaman dalam mengelola Cloud infrastructures dan Email administration, bertanggung jawab untuk memberikan arahan arsitektur, solusi teknis, dan mengelola relasi dengan klien untuk memastikan pengalaman terbaik saat migrasi ke produk Google Cloud dan G Suite."
2979,"Menguasai Python, Java, dan teknologi terkait big data seperti AWS, Hadoop, HBase, dan Spark, serta memiliki pengalaman yang berpengalaman dalam pengembangan sistem backend dan infrastruktur data, bertanggung jawab untuk merancang, mengembangkan, dan memelihara sistem penyimpanan big data yang efektif."
2980,"Menguasai bahasa pemrograman Python, Java, Go, PHP, JavaScript (Node.js), C, Ruby, dan Objective-C, serta memiliki kemampuan dalam pengembangan aplikasi cloud computing platform, pengembangan aplikasi full-stack, pengembangan aplikasi back-end, dan kontribusi proyek open source, serta bertanggung jawab untuk memberikan umpan balik atas desain API, konsistensi platform, dan fungsi, serta menulis kode contoh dan bekerja sama dengan tim penulis teknis untuk membuat produk Google Cloud dan proyek open source seperti Kubernetes, Beam, dan TensorFlow menjadi menarik bagi pengembang."
2981,"Menguasai bahasa pemrograman Python, Java, Scala, NodeJs, SQL serta memiliki pengetahuan tentang Relational & Multi-dimensional Databases, Data mining, ETL processes, Data lakes, Data warehousing concepts, Distributed data architectures (Spark, EMR, Hadoop, Hive), dengan pengalaman 5+ tahun sebagai insinyur profesional di bidang platform skala produksi, bertanggung jawab untuk mengembangkan dan mengarahkan platform penyimpanan data Fandango, bekerja sama dengan stakeholders internal untuk menentukan dan membatasi persyaratan, serta merancang dan menerapkan kode framework yang dapat diukur, dapat diandalkan, luas, dan dapat dirawat."
2982,"Menguasai Python, Java, SQL, serta mampu melakukan analisis data dan pengembangan model machine learning, tidak berpengalaman dalam bidang apapun, bertanggung jawab untuk melaksanakan tugas utama pekerjaan sebagai Corporate Research Assistant - Entry Level."
2983,"Menguasai Python, JVM-based programming languages seperti Scala, Java, dan Groovy, serta Scala pada Spark, Elasticsearch, Kibana, NoSQL databases seperti MongoDB, SQL, data modeling, dan relational databases seperti Oracle, DB2, dan Postgres, dengan pengalaman tidak ada dan pendidikan terbuka untuk semua jenjang dan jurusan, bertanggung jawab untuk melaksanakan tugas utama pekerjaan."
2984,"Menguasai Python, Machine Learning Algorithms, Model Selection, Feature Exploration, Dimensionality Reduction, Sparse Data Sets, TSQL, Spark, Pandas, Numpy, Deep Learning Libraries (TensorFlow, MXNet), dan ML Libra, mampu bekerja dalam bidang pengalaman NULL, bertanggung jawab untuk mengembangkan solusi untuk mendukung fungsi bisnis utama, melaksanakan proyek dari konsep hingga penyelesaian, bekerja sama dengan tim bisnis dan teknik untuk menerapkan model ke produksi, serta berkomunikasi efektif."
2985,"Menguasai Python, Machine Learning, Data analysis, Statistics, dan TensorFlow, serta mampu mengembangkan kemampuan di bidang ini, namun tidak memiliki pengalaman kerja, dan memiliki gelar Sarjana (S1)."
2986,"Software Engineer - Data yang bertanggung jawab mengembangkan sistem data yang efektif dan efisien dengan menguasai Python dan MySQL, serta berpengalaman dalam data onboarding, data troubleshooting, data consistency, data processes, dan internal tools, dengan latar belakang pengalaman yang tidak ada, dan pendidikan terbuka untuk semua jenjang dan jurusan."
2987,"Menguasai Python, Pandas, NumPy, Apache Spark, Scala, PySpark, ETL, SQL (Hive/PostgreSQL/MSSQL/MySql/Cassandra/RedShift), data modeling, Shell scripting (Bash atau PowerShell), AWS, Azure, DevOps, CI/CD, Network, dan memiliki tugas utama pekerjaan sebagai Data Engineer di Conshohocken, PA dengan tidak ada pengalaman kerja dan terbuka untuk semua jenjang dan jurusan pendidikan."
2988,"Menguasai Python, Perl, SQL, Database Management, Web Development, JavaScript (AngularJS, JQuery), Bootstrap, HTML/CSS, MVC Frameworks, JSP, dan UI Design, serta mampu mengembangkan aplikasi web yang kompleks dengan menggunakan teknologi-teknologi tersebut, namun tidak memiliki pengalaman kerja, bertanggung jawab untuk mengembangkan sistem informasi yang efektif dan efisien untuk mendukung kebutuhan bisnis, dan bertanggung jawab untuk mengembangkan aplikasi web yang responsif dan user-friendly."
2989,"Menguasai Python, R, Machine Learning, Data Mining, Statistical Analysis, Image Processing, Natural Language Processing, Data Science Workflows, Data Visualization tools, dan Query languages, berpengalaman selama 8 tahun dalam bidang data science, bertanggung jawab untuk mengembangkan dan menerapkan solusi data yang inovatif untuk industri perbankan dan keuangan."
2990,"Menguasai bahasa pemrograman seperti Python, React, MySQL, Redis, Node.js (ES6), Java/Scala, HTML5, CSS3, JavaScript, VueJs, Express, Spring, Flask, Django, Ruby on Rails, Postgres, Mongo, serta teknologi lainnya seperti Git, Swagger, Linux, AWS, dan design patterns (MVVM), dan mampu bekerja dengan teknologi tersebut untuk mengembangkan aplikasi dan mendukungnya, termasuk mengelaborasi user story, melakukan estimasi, analisis, desain, pengembangan, pengujian unit dan integrasi, serta bertanggung jawab atas pengembangan dan dukungan aplikasi."
2991,"Menguasai Python, React, PostgreSQL, Flask, dan AWS, serta berpengalaman selama 4 tahun di bidang IT, bertanggung jawab untuk mengembangkan solusi teknologi end-to-end yang berdampak besar pada bisnis, serta mampu mengembangkan fitur stabil dengan kecepatan tinggi sambil memastikan kontinuitas bisnis."
2992,"Menguasai Python, React, PostgreSQL, Flask, dan AWS, serta memiliki pengalaman 4 tahun dalam bidang IT, bertanggung jawab untuk mengembangkan solusi teknologi end-to-end yang berdampak besar pada bisnis, serta mampu mengembangkan fitur stabil dengan kecepatan tinggi dan memastikan kelangsungan bisnis."
2993,"Menguasai bahasa pemrograman Python dan Ruby, serta berpengalaman dalam mengoptimalkan desain database di PostgreSQL, Redshift, dan lainnya, bertanggung jawab dalam merancang, membangun, menguji, dan mendokumentasikan pipa data yang dapat mengalirkan data dalam waktu nyata dari sumber kebenaran (PostgreSQL) ke sumber data tambahan seperti ElasticSearch, Redshift, dan MemSQL."
2994,"Menguasai Python, Spark, Hadoop ecosystem, SQL, relational databases, BI tools, dan agile software methodologies, serta mampu bekerja dengan pengalaman yang tidak ada dalam bidang data engineering, bertanggung jawab untuk mengembangkan dan mengelola sistem data yang skalabel dan efektif."
2995,"Menguasai Python, SQL, API, Tableau, SAP Business Objects (BOBJ), SAP HANA, Hadoop/HAWQ, SAP Smart Data Integration (SDI)/SAP Landscape Transformation (SLT), Informatica, dengan pengalaman tidak ada di bidang IT, bertanggung jawab untuk mengembangkan desain solusi yang kuat berdasarkan kebutuhan bisnis, melakukan pekerjaan tangan menggunakan Python, menulis SQL kompleks, memahami API dan mampu mengonsumsi/mengembangkan API sesuai kebutuhan, mengembangkan laporan menggunakan alat enterprise seperti Tableau, SAP BOBJ dan platform reporting terbuka lainnya, melakukan pekerjaan tangan menggunakan SAP HANA, Hadoop/HAWQ SDI/SLT, Informatica untuk membangun platform analitik data berbasis waktu nyata, menerintegrasi dataset dari sumber yang berbeda menggunakan Informatica, Python, SAP SDI/SLT, melindungi integritas dan akurasi data, melakukan analisis penyebab masalah yang mengganggu kualitas data, bekerja sama dengan pemilik sumber"
2996,"Menguasai Python, SQL, data analysis, machine learning, proses ETL, serta alat visualisasi data seperti Tableau, dengan pengalaman tidak ada, bertanggung jawab untuk melaksanakan tugas utama pekerjaan."
2997,"Menguasai Python dan SQL, mampu berpengalaman dalam implementasi dan pemeliharaan ETL jobs, serta bertanggung jawab untuk mengintegrasikan data dari sumber eksternal ke Data Warehouse menggunakan Python, serta bekerja sama dengan tim Product dan Data Science untuk menyediakan data dalam format yang dapat digunakan dan diarahkan ke sumber data yang tepat."
2998,"Data Scientist / Analytic Consultant 4 yang kami cari harus menguasai Python, SQL, Machine Learning Techniques, Natural Language Processing (NLP), Statistical Modeling, TensorFlow, Theano, atau Keras, serta mampu melakukan Analysis, Optimization, dan Segmentation pada Big Data. Posisi ini tidak memerlukan pengalaman sebelumnya, dan kami menerima lamaran dari kandidat dengan berbagai tingkat pendidikan."
2999,"Menguasai Python, SQL, ORM (SQLAlchemy atau Django ORM), ETL, SFTP/SSH, Unix/Linux, Git, praktek perancangan perangkat lunak, standar coding, pengendalian sumber, proses pembangunan, pengujian, operasional, dan framework web, serta mampu bekerja secara mandiri dengan pengalaman tidak ada dalam bidang IT dan bertanggung jawab untuk merancang, mengimplementasikan, dan menguji otomatisasi kode untuk menyediakan solusi berkualitas tinggi kepada pelanggan sebagai Application Integration Engineer."
3000,"Menguasai Python, SQL, Terraform/Ansible, Jenkins, GIT/GitLab, dan Linux/Unix, serta tidak memiliki pengalaman kerja, bertanggung jawab untuk mengembangkan aplikasi internal yang membantu mengelola lingkungan cloud perusahaan, serta berkontribusi pada framework otomatisasi tes konfigurasi dan mendukung kegiatan SDLC."
3001,"Sebagai Software Engineer, Data pada tim Backend, Anda akan bertanggung jawab untuk menguasai teknologi Python, SQL/RDS, Redshift, Data Modeling/Warehousing Architecture, Google Analytics/Segment, dan AWS Core Services (S3, SQS, EC2, dll.) serta mampu menciptakan, memelihara, dan memantau ETL jobs menggunakan Talend dan Tabl, serta berpengalaman dalam menggunakan perangkat lunak tersebut untuk memenuhi kebutuhan bisnis."
3002,"Menguasai QA (Quality Assurance), Total Quality Management (TQM), Process Improvement, KPIs, Data Analysis, Supplier Management, Manufacturing Process Optimization, Document Management, SQF System, dan Food Safety, serta berpengalaman dalam bidang Quality & Commercialization dengan latar belakang pendidikan Sarjana (S1) dan tidak memiliki pengalaman kerja, bertanggung jawab untuk mengelola dan meningkatkan kualitas produk, serta mengoptimalkan proses produksi dan manajemen supplier."
3003,"Menguasai keterampilan dasar teknis dari 4 departemen produksi, yaitu QA, Molding, Tooling, dan Maintenance, serta mampu melakukan tugas utama pekerjaan seperti melakukan inspeksi QA, mengoperasikan mesin injeksi molding, melakukan troubleshooting listrik, melakukan pemeliharaan preventif, membersihkan dan mengkilapkan mold, melakukan penggantian injeksi mold, melakukan perbaikan mekanis dan listrik, serta mengoperasikan sistem pengangkutan bahan."
3004,"Menguasai QA methodology dan tools, serta mampu mengembangkan strategi otomatisasi, melakukan troubleshooting, dan memahami konsep jaringan, serta mampu melakukan benchmarking performa, serta memiliki pengetahuan tentang Machine Learning, Computer Vision, Audio/video data streaming, serta mampu menciptakan kasus uji, dan memiliki kemampuan untuk mengelola data, dengan pengalaman yang tidak ada dalam bidang Quality Assurance, bertanggung jawab untuk memimpin tim dalam melakukan uji coba produk Ring, serta menghubungkan proses Amazon dengan tim QA partner di berbagai lokasi geografis."
3005,"Menguasai QA testing, test strategy design, test environment setup, data analysis, risk assessment, database management, compliance assessment, dan dokumentasi, serta berpengalaman dalam mengelola proyek dan tim, bertanggung jawab untuk mengatur anggaran QA untuk tes internal dan eksternal, merancang dan mengembangkan strategi tes untuk memastikan kualitas produk yang tinggi, dan menganalisis data tes untuk memberikan penilaian risiko kepada Manajer Proyek."
